time_h,RFU,compound
1.366666667,405,sulfurylester
1.366666667,389,sulfurylester
1.366666667,388,sulfurylester
1.366666667,443,none
1.366666667,420,none
1.366666667,448,none
1.366666667,312,Media_control
1.366666667,293,Media_control
1.366666667,283,Media_control
1.383333333,519,carboxylate
1.383333333,456,carboxylate
1.383333333,459,carboxylate
1.383333333,650,phenylester
1.383333333,617,phenylester
1.383333333,599,phenylester
1.383333333,414,methylester
1.383333333,386,methylester
1.383333333,381,methylester
1.383333333,434,metronidazole_ester
1.383333333,398,metronidazole_ester
1.383333333,394,metronidazole_ester
1.383333333,423,sulfurylester
1.383333333,398,sulfurylester
1.383333333,393,sulfurylester
1.383333333,450,none
1.383333333,441,none
1.383333333,442,none
1.383333333,310,Media_control
1.383333333,299,Media_control
1.383333333,286,Media_control
1.4,513,carboxylate
1.4,468,carboxylate
1.4,448,carboxylate
1.4,654,phenylester
1.4,630,phenylester
1.4,612,phenylester
1.4,411,methylester
1.4,386,methylester
1.4,387,methylester
1.4,430,metronidazole_ester
1.4,398,metronidazole_ester
1.4,394,metronidazole_ester
1.4,422,sulfurylester
1.4,391,sulfurylester
1.4,394,sulfurylester
1.4,456,none
1.4,439,none
1.4,458,none
1.4,307,Media_control
1.4,303,Media_control
1.4,276,Media_control
1.416666667,525,carboxylate
1.416666667,477,carboxylate
1.416666667,456,carboxylate
1.416666667,657,phenylester
1.416666667,633,phenylester
1.416666667,610,phenylester
1.416666667,422,methylester
1.416666667,384,methylester
1.416666667,386,methylester
1.416666667,427,metronidazole_ester
1.416666667,400,metronidazole_ester
1.416666667,403,metronidazole_ester
1.416666667,423,sulfurylester
1.416666667,399,sulfurylester
1.416666667,397,sulfurylester
1.416666667,451,none
1.416666667,424,none
1.416666667,450,none
1.416666667,319,Media_control
1.416666667,300,Media_control
1.416666667,281,Media_control
1.433333333,530,carboxylate
1.433333333,474,carboxylate
1.433333333,462,carboxylate
1.433333333,657,phenylester
1.433333333,630,phenylester
1.433333333,620,phenylester
1.433333333,420,methylester
1.433333333,394,methylester
1.433333333,380,methylester
1.433333333,435,metronidazole_ester
1.433333333,401,metronidazole_ester
1.433333333,400,metronidazole_ester
1.433333333,426,sulfurylester
1.433333333,406,sulfurylester
1.433333333,398,sulfurylester
1.433333333,463,none
1.433333333,443,none
1.433333333,454,none
1.433333333,302,Media_control
1.433333333,299,Media_control
1.433333333,281,Media_control
1.450027778,538,carboxylate
1.450027778,471,carboxylate
1.450027778,457,carboxylate
1.450027778,668,phenylester
1.450027778,642,phenylester
1.450027778,630,phenylester
1.450027778,424,methylester
1.450027778,395,methylester
1.450027778,384,methylester
1.450027778,438,metronidazole_ester
1.450027778,398,metronidazole_ester
1.450027778,406,metronidazole_ester
1.450027778,423,sulfurylester
1.450027778,395,sulfurylester
1.450027778,398,sulfurylester
1.450027778,473,none
1.450027778,439,none
1.450027778,461,none
1.450027778,305,Media_control
1.450027778,295,Media_control
1.450027778,286,Media_control
1.466666667,542,carboxylate
1.466666667,484,carboxylate
1.466666667,454,carboxylate
1.466666667,681,phenylester
1.466666667,658,phenylester
1.466666667,629,phenylester
1.466666667,409,methylester
1.466666667,400,methylester
1.466666667,389,methylester
1.466666667,446,metronidazole_ester
1.466666667,408,metronidazole_ester
1.466666667,405,metronidazole_ester
1.466666667,424,sulfurylester
1.466666667,400,sulfurylester
1.466666667,411,sulfurylester
1.466666667,479,none
1.466666667,451,none
1.466666667,461,none
1.466666667,309,Media_control
1.466666667,302,Media_control
1.466666667,277,Media_control
1.483361111,544,carboxylate
1.483361111,488,carboxylate
1.483361111,464,carboxylate
1.483361111,672,phenylester
1.483361111,654,phenylester
1.483361111,631,phenylester
1.483361111,423,methylester
1.483361111,391,methylester
1.483361111,394,methylester
1.483361111,445,metronidazole_ester
1.483361111,407,metronidazole_ester
1.483361111,403,metronidazole_ester
1.483361111,424,sulfurylester
1.483361111,411,sulfurylester
1.483361111,401,sulfurylester
1.483361111,480,none
1.483361111,449,none
1.483361111,467,none
1.483361111,317,Media_control
1.483361111,298,Media_control
1.483361111,283,Media_control
1.5,560,carboxylate
1.5,489,carboxylate
1.5,480,carboxylate
1.5,686,phenylester
1.5,644,phenylester
1.5,624,phenylester
1.5,426,methylester
1.5,391,methylester
1.5,386,methylester
1.5,446,metronidazole_ester
1.5,406,metronidazole_ester
1.5,402,metronidazole_ester
1.5,429,sulfurylester
1.5,405,sulfurylester
1.5,407,sulfurylester
1.5,471,none
1.5,459,none
1.5,473,none
1.5,311,Media_control
1.5,304,Media_control
1.5,273,Media_control
1.516666667,553,carboxylate
1.516666667,495,carboxylate
1.516666667,490,carboxylate
1.516666667,686,phenylester
1.516666667,666,phenylester
1.516666667,639,phenylester
1.516666667,423,methylester
1.516666667,398,methylester
1.516666667,390,methylester
1.516666667,449,metronidazole_ester
1.516666667,405,metronidazole_ester
1.516666667,412,metronidazole_ester
1.516666667,440,sulfurylester
1.516666667,410,sulfurylester
1.516666667,413,sulfurylester
1.516666667,493,none
1.516666667,457,none
1.516666667,473,none
1.516666667,313,Media_control
1.516666667,303,Media_control
1.516666667,278,Media_control
1.533333333,560,carboxylate
1.533333333,499,carboxylate
1.533333333,491,carboxylate
1.533333333,673,phenylester
1.533333333,643,phenylester
1.533333333,638,phenylester
1.533333333,438,methylester
1.533333333,405,methylester
1.533333333,393,methylester
1.533333333,443,metronidazole_ester
1.533333333,423,metronidazole_ester
1.533333333,403,metronidazole_ester
1.533333333,430,sulfurylester
1.533333333,417,sulfurylester
1.533333333,405,sulfurylester
1.533333333,486,none
1.533333333,479,none
1.533333333,482,none
1.533333333,306,Media_control
1.533333333,304,Media_control
1.533333333,278,Media_control
1.550027778,568,carboxylate
1.550027778,505,carboxylate
1.550027778,489,carboxylate
1.550027778,688,phenylester
1.550027778,661,phenylester
1.550027778,648,phenylester
1.550027778,431,methylester
1.550027778,396,methylester
1.550027778,387,methylester
1.550027778,443,metronidazole_ester
1.550027778,421,metronidazole_ester
1.550027778,405,metronidazole_ester
1.550027778,433,sulfurylester
1.550027778,419,sulfurylester
1.550027778,410,sulfurylester
1.550027778,498,none
1.550027778,460,none
1.550027778,485,none
1.550027778,314,Media_control
1.550027778,304,Media_control
1.550027778,284,Media_control
1.566666667,580,carboxylate
1.566666667,502,carboxylate
1.566666667,489,carboxylate
1.566666667,697,phenylester
1.566666667,674,phenylester
1.566666667,653,phenylester
1.566666667,429,methylester
1.566666667,397,methylester
1.566666667,389,methylester
1.566666667,442,metronidazole_ester
1.566666667,422,metronidazole_ester
1.566666667,419,metronidazole_ester
1.566666667,432,sulfurylester
1.566666667,418,sulfurylester
1.566666667,411,sulfurylester
1.566666667,500,none
1.566666667,481,none
1.566666667,487,none
1.566666667,304,Media_control
1.566666667,296,Media_control
1.566666667,279,Media_control
1.583361111,589,carboxylate
1.583361111,518,carboxylate
1.583361111,500,carboxylate
1.583361111,696,phenylester
1.583361111,675,phenylester
1.583361111,662,phenylester
1.583361111,437,methylester
1.583361111,402,methylester
1.583361111,390,methylester
1.583361111,456,metronidazole_ester
1.583361111,427,metronidazole_ester
1.583361111,421,metronidazole_ester
1.583361111,441,sulfurylester
1.583361111,417,sulfurylester
1.583361111,409,sulfurylester
1.583361111,497,none
1.583361111,482,none
1.583361111,505,none
1.583361111,311,Media_control
1.583361111,302,Media_control
1.583361111,280,Media_control
1.600027778,584,carboxylate
1.600027778,509,carboxylate
1.600027778,493,carboxylate
1.600027778,716,phenylester
1.600027778,672,phenylester
1.600027778,662,phenylester
1.600027778,430,methylester
1.600027778,394,methylester
1.600027778,382,methylester
1.600027778,466,metronidazole_ester
1.600027778,430,metronidazole_ester
1.600027778,423,metronidazole_ester
1.600027778,439,sulfurylester
1.600027778,417,sulfurylester
1.600027778,404,sulfurylester
1.600027778,502,none
1.600027778,492,none
1.600027778,497,none
1.600027778,308,Media_control
1.600027778,301,Media_control
1.600027778,280,Media_control
1.616694444,592,carboxylate
1.616694444,522,carboxylate
1.616694444,517,carboxylate
1.616694444,725,phenylester
1.616694444,689,phenylester
1.616694444,660,phenylester
1.616694444,434,methylester
1.616694444,409,methylester
1.616694444,400,methylester
1.616694444,445,metronidazole_ester
1.616694444,433,metronidazole_ester
1.616694444,417,metronidazole_ester
1.616694444,451,sulfurylester
1.616694444,414,sulfurylester
1.616694444,407,sulfurylester
1.616694444,519,none
1.616694444,492,none
1.616694444,506,none
1.616694444,313,Media_control
1.616694444,304,Media_control
1.616694444,279,Media_control
1.633333333,602,carboxylate
1.633333333,523,carboxylate
1.633333333,508,carboxylate
1.633333333,729,phenylester
1.633333333,679,phenylester
1.633333333,672,phenylester
1.633333333,441,methylester
1.633333333,408,methylester
1.633333333,403,methylester
1.633333333,483,metronidazole_ester
1.633333333,415,metronidazole_ester
1.633333333,422,metronidazole_ester
1.633333333,444,sulfurylester
1.633333333,417,sulfurylester
1.633333333,413,sulfurylester
1.633333333,525,none
1.633333333,499,none
1.633333333,506,none
1.633333333,306,Media_control
1.633333333,300,Media_control
1.633333333,279,Media_control
1.65,612,carboxylate
1.65,520,carboxylate
1.65,513,carboxylate
1.65,725,phenylester
1.65,678,phenylester
1.65,665,phenylester
1.65,442,methylester
1.65,405,methylester
1.65,400,methylester
1.65,467,metronidazole_ester
1.65,436,metronidazole_ester
1.65,430,metronidazole_ester
1.65,448,sulfurylester
1.65,419,sulfurylester
1.65,420,sulfurylester
1.65,538,none
1.65,501,none
1.65,510,none
1.65,314,Media_control
1.65,306,Media_control
1.65,281,Media_control
1.666666667,618,carboxylate
1.666666667,535,carboxylate
1.666666667,511,carboxylate
1.666666667,723,phenylester
1.666666667,703,phenylester
1.666666667,665,phenylester
1.666666667,433,methylester
1.666666667,411,methylester
1.666666667,408,methylester
1.666666667,475,metronidazole_ester
1.666666667,440,metronidazole_ester
1.666666667,443,metronidazole_ester
1.666666667,444,sulfurylester
1.666666667,424,sulfurylester
1.666666667,416,sulfurylester
1.666666667,534,none
1.666666667,504,none
1.666666667,514,none
1.666666667,316,Media_control
1.666666667,302,Media_control
1.666666667,275,Media_control
1.683333333,620,carboxylate
1.683333333,543,carboxylate
1.683333333,537,carboxylate
1.683333333,728,phenylester
1.683333333,710,phenylester
1.683333333,687,phenylester
1.683333333,442,methylester
1.683333333,402,methylester
1.683333333,407,methylester
1.683333333,466,metronidazole_ester
1.683333333,442,metronidazole_ester
1.683333333,429,metronidazole_ester
1.683333333,454,sulfurylester
1.683333333,437,sulfurylester
1.683333333,429,sulfurylester
1.683333333,540,none
1.683333333,506,none
1.683333333,527,none
1.683333333,320,Media_control
1.683333333,300,Media_control
1.683333333,284,Media_control
1.7,633,carboxylate
1.7,546,carboxylate
1.7,524,carboxylate
1.7,747,phenylester
1.7,707,phenylester
1.7,682,phenylester
1.7,448,methylester
1.7,413,methylester
1.7,405,methylester
1.7,475,metronidazole_ester
1.7,445,metronidazole_ester
1.7,432,metronidazole_ester
1.7,459,sulfurylester
1.7,432,sulfurylester
1.7,430,sulfurylester
1.7,554,none
1.7,508,none
1.7,531,none
1.7,313,Media_control
1.7,297,Media_control
1.7,281,Media_control
1.716694444,636,carboxylate
1.716694444,556,carboxylate
1.716694444,539,carboxylate
1.716694444,754,phenylester
1.716694444,704,phenylester
1.716694444,695,phenylester
1.716694444,440,methylester
1.716694444,409,methylester
1.716694444,410,methylester
1.716694444,476,metronidazole_ester
1.716694444,436,metronidazole_ester
1.716694444,441,metronidazole_ester
1.716694444,446,sulfurylester
1.716694444,422,sulfurylester
1.716694444,432,sulfurylester
1.716694444,547,none
1.716694444,523,none
1.716694444,548,none
1.716694444,323,Media_control
1.716694444,295,Media_control
1.716694444,285,Media_control
1.733361111,646,carboxylate
1.733361111,551,carboxylate
1.733361111,536,carboxylate
1.733361111,757,phenylester
1.733361111,713,phenylester
1.733361111,682,phenylester
1.733361111,449,methylester
1.733361111,411,methylester
1.733361111,408,methylester
1.733361111,477,metronidazole_ester
1.733361111,445,metronidazole_ester
1.733361111,446,metronidazole_ester
1.733361111,458,sulfurylester
1.733361111,433,sulfurylester
1.733361111,422,sulfurylester
1.733361111,546,none
1.733361111,533,none
1.733361111,537,none
1.733361111,313,Media_control
1.733361111,300,Media_control
1.733361111,278,Media_control
1.750027778,662,carboxylate
1.750027778,558,carboxylate
1.750027778,548,carboxylate
1.750027778,756,phenylester
1.750027778,717,phenylester
1.750027778,702,phenylester
1.750027778,456,methylester
1.750027778,427,methylester
1.750027778,409,methylester
1.750027778,487,metronidazole_ester
1.750027778,445,metronidazole_ester
1.750027778,434,metronidazole_ester
1.750027778,458,sulfurylester
1.750027778,437,sulfurylester
1.750027778,438,sulfurylester
1.750027778,563,none
1.750027778,539,none
1.750027778,551,none
1.750027778,316,Media_control
1.750027778,301,Media_control
1.750027778,284,Media_control
1.766694444,650,carboxylate
1.766694444,568,carboxylate
1.766694444,551,carboxylate
1.766694444,754,phenylester
1.766694444,730,phenylester
1.766694444,688,phenylester
1.766694444,461,methylester
1.766694444,421,methylester
1.766694444,412,methylester
1.766694444,493,metronidazole_ester
1.766694444,448,metronidazole_ester
1.766694444,431,metronidazole_ester
1.766694444,457,sulfurylester
1.766694444,444,sulfurylester
1.766694444,426,sulfurylester
1.766694444,568,none
1.766694444,533,none
1.766694444,554,none
1.766694444,307,Media_control
1.766694444,297,Media_control
1.766694444,277,Media_control
1.783361111,666,carboxylate
1.783361111,576,carboxylate
1.783361111,567,carboxylate
1.783361111,759,phenylester
1.783361111,731,phenylester
1.783361111,713,phenylester
1.783361111,448,methylester
1.783361111,421,methylester
1.783361111,417,methylester
1.783361111,490,metronidazole_ester
1.783361111,457,metronidazole_ester
1.783361111,455,metronidazole_ester
1.783361111,466,sulfurylester
1.783361111,443,sulfurylester
1.783361111,438,sulfurylester
1.783361111,580,none
1.783361111,546,none
1.783361111,574,none
1.783361111,316,Media_control
1.783361111,301,Media_control
1.783361111,289,Media_control
1.8,655,carboxylate
1.8,586,carboxylate
1.8,565,carboxylate
1.8,771,phenylester
1.8,737,phenylester
1.8,706,phenylester
1.8,461,methylester
1.8,425,methylester
1.8,409,methylester
1.8,500,metronidazole_ester
1.8,457,metronidazole_ester
1.8,453,metronidazole_ester
1.8,457,sulfurylester
1.8,449,sulfurylester
1.8,427,sulfurylester
1.8,584,none
1.8,556,none
1.8,577,none
1.8,321,Media_control
1.8,301,Media_control
1.8,287,Media_control
1.816666667,690,carboxylate
1.816666667,598,carboxylate
1.816666667,565,carboxylate
1.816666667,785,phenylester
1.816666667,746,phenylester
1.816666667,708,phenylester
1.816666667,453,methylester
1.816666667,427,methylester
1.816666667,412,methylester
1.816666667,483,metronidazole_ester
1.816666667,458,metronidazole_ester
1.816666667,451,metronidazole_ester
1.816666667,476,sulfurylester
1.816666667,441,sulfurylester
1.816666667,435,sulfurylester
1.816666667,592,none
1.816666667,566,none
1.816666667,574,none
1.816666667,316,Media_control
1.816666667,300,Media_control
1.816666667,289,Media_control
1.833361111,685,carboxylate
1.833361111,597,carboxylate
1.833361111,577,carboxylate
1.833361111,786,phenylester
1.833361111,743,phenylester
1.833361111,727,phenylester
1.833361111,466,methylester
1.833361111,423,methylester
1.833361111,421,methylester
1.833361111,496,metronidazole_ester
1.833361111,461,metronidazole_ester
1.833361111,456,metronidazole_ester
1.833361111,473,sulfurylester
1.833361111,456,sulfurylester
1.833361111,445,sulfurylester
1.833361111,585,none
1.833361111,563,none
1.833361111,581,none
1.833361111,316,Media_control
1.833361111,306,Media_control
1.833361111,281,Media_control
1.850027778,694,carboxylate
1.850027778,606,carboxylate
1.850027778,592,carboxylate
1.850027778,797,phenylester
1.850027778,742,phenylester
1.850027778,730,phenylester
1.850027778,462,methylester
1.850027778,429,methylester
1.850027778,418,methylester
1.850027778,508,metronidazole_ester
1.850027778,458,metronidazole_ester
1.850027778,464,metronidazole_ester
1.850027778,476,sulfurylester
1.850027778,449,sulfurylester
1.850027778,445,sulfurylester
1.850027778,612,none
1.850027778,580,none
1.850027778,600,none
1.850027778,310,Media_control
1.850027778,305,Media_control
1.850027778,279,Media_control
1.866694444,708,carboxylate
1.866694444,600,carboxylate
1.866694444,591,carboxylate
1.866694444,805,phenylester
1.866694444,774,phenylester
1.866694444,740,phenylester
1.866694444,466,methylester
1.866694444,433,methylester
1.866694444,420,methylester
1.866694444,512,metronidazole_ester
1.866694444,466,metronidazole_ester
1.866694444,454,metronidazole_ester
1.866694444,477,sulfurylester
1.866694444,444,sulfurylester
1.866694444,446,sulfurylester
1.866694444,613,none
1.866694444,579,none
1.866694444,587,none
1.866694444,321,Media_control
1.866694444,307,Media_control
1.866694444,274,Media_control
1.883361111,710,carboxylate
1.883361111,620,carboxylate
1.883361111,598,carboxylate
1.883361111,807,phenylester
1.883361111,771,phenylester
1.883361111,742,phenylester
1.883361111,465,methylester
1.883361111,423,methylester
1.883361111,425,methylester
1.883361111,507,metronidazole_ester
1.883361111,467,metronidazole_ester
1.883361111,468,metronidazole_ester
1.883361111,481,sulfurylester
1.883361111,450,sulfurylester
1.883361111,444,sulfurylester
1.883361111,629,none
1.883361111,592,none
1.883361111,610,none
1.883361111,310,Media_control
1.883361111,308,Media_control
1.883361111,285,Media_control
1.900027778,723,carboxylate
1.900027778,633,carboxylate
1.900027778,601,carboxylate
1.900027778,816,phenylester
1.900027778,785,phenylester
1.900027778,760,phenylester
1.900027778,461,methylester
1.900027778,434,methylester
1.900027778,426,methylester
1.900027778,520,metronidazole_ester
1.900027778,465,metronidazole_ester
1.900027778,467,metronidazole_ester
1.900027778,478,sulfurylester
1.900027778,459,sulfurylester
1.900027778,446,sulfurylester
1.900027778,631,none
1.900027778,590,none
1.900027778,617,none
1.900027778,311,Media_control
1.900027778,305,Media_control
1.900027778,282,Media_control
1.916694444,739,carboxylate
1.916694444,633,carboxylate
1.916694444,612,carboxylate
1.916694444,840,phenylester
1.916694444,771,phenylester
1.916694444,760,phenylester
1.916694444,476,methylester
1.916694444,438,methylester
1.916694444,428,methylester
1.916694444,531,metronidazole_ester
1.916694444,477,metronidazole_ester
1.916694444,479,metronidazole_ester
1.916694444,484,sulfurylester
1.916694444,450,sulfurylester
1.916694444,440,sulfurylester
1.916694444,631,none
1.916694444,610,none
1.916694444,621,none
1.916694444,323,Media_control
1.916694444,308,Media_control
1.916694444,286,Media_control
1.933361111,746,carboxylate
1.933361111,641,carboxylate
1.933361111,615,carboxylate
1.933361111,823,phenylester
1.933361111,786,phenylester
1.933361111,751,phenylester
1.933361111,484,methylester
1.933361111,434,methylester
1.933361111,425,methylester
1.933361111,530,metronidazole_ester
1.933361111,487,metronidazole_ester
1.933361111,482,metronidazole_ester
1.933361111,483,sulfurylester
1.933361111,456,sulfurylester
1.933361111,458,sulfurylester
1.933361111,639,none
1.933361111,606,none
1.933361111,627,none
1.933361111,322,Media_control
1.933361111,304,Media_control
1.933361111,283,Media_control
1.950027778,751,carboxylate
1.950027778,660,carboxylate
1.950027778,623,carboxylate
1.950027778,841,phenylester
1.950027778,798,phenylester
1.950027778,769,phenylester
1.950027778,479,methylester
1.950027778,438,methylester
1.950027778,428,methylester
1.950027778,530,metronidazole_ester
1.950027778,478,metronidazole_ester
1.950027778,480,metronidazole_ester
1.950027778,486,sulfurylester
1.950027778,451,sulfurylester
1.950027778,452,sulfurylester
1.950027778,648,none
1.950027778,625,none
1.950027778,641,none
1.950027778,311,Media_control
1.950027778,304,Media_control
1.950027778,288,Media_control
1.966694444,759,carboxylate
1.966694444,665,carboxylate
1.966694444,637,carboxylate
1.966694444,838,phenylester
1.966694444,807,phenylester
1.966694444,781,phenylester
1.966694444,474,methylester
1.966694444,433,methylester
1.966694444,432,methylester
1.966694444,533,metronidazole_ester
1.966694444,487,metronidazole_ester
1.966694444,476,metronidazole_ester
1.966694444,493,sulfurylester
1.966694444,457,sulfurylester
1.966694444,464,sulfurylester
1.966694444,662,none
1.966694444,626,none
1.966694444,649,none
1.966694444,317,Media_control
1.966694444,304,Media_control
1.966694444,281,Media_control
1.983361111,787,carboxylate
1.983361111,659,carboxylate
1.983361111,658,carboxylate
1.983361111,857,phenylester
1.983361111,813,phenylester
1.983361111,767,phenylester
1.983361111,475,methylester
1.983361111,451,methylester
1.983361111,442,methylester
1.983361111,542,metronidazole_ester
1.983361111,487,metronidazole_ester
1.983361111,492,metronidazole_ester
1.983361111,491,sulfurylester
1.983361111,472,sulfurylester
1.983361111,449,sulfurylester
1.983361111,674,none
1.983361111,627,none
1.983361111,654,none
1.983361111,313,Media_control
1.983361111,308,Media_control
1.983361111,278,Media_control
2.000027778,775,carboxylate
2.000027778,687,carboxylate
2.000027778,663,carboxylate
2.000027778,880,phenylester
2.000027778,815,phenylester
2.000027778,790,phenylester
2.000027778,484,methylester
2.000027778,449,methylester
2.000027778,429,methylester
2.000027778,551,metronidazole_ester
2.000027778,503,metronidazole_ester
2.000027778,492,metronidazole_ester
2.000027778,501,sulfurylester
2.000027778,468,sulfurylester
2.000027778,466,sulfurylester
2.000027778,674,none
2.000027778,649,none
2.000027778,661,none
2.000027778,312,Media_control
2.000027778,307,Media_control
2.000027778,287,Media_control
2.016694444,801,carboxylate
2.016694444,689,carboxylate
2.016694444,666,carboxylate
2.016694444,857,phenylester
2.016694444,818,phenylester
2.016694444,800,phenylester
2.016694444,484,methylester
2.016694444,450,methylester
2.016694444,431,methylester
2.016694444,549,metronidazole_ester
2.016694444,495,metronidazole_ester
2.016694444,495,metronidazole_ester
2.016694444,499,sulfurylester
2.016694444,464,sulfurylester
2.016694444,457,sulfurylester
2.016694444,695,none
2.016694444,663,none
2.016694444,669,none
2.016694444,309,Media_control
2.016694444,305,Media_control
2.016694444,282,Media_control
2.033361111,812,carboxylate
2.033361111,710,carboxylate
2.033361111,675,carboxylate
2.033361111,897,phenylester
2.033361111,825,phenylester
2.033361111,797,phenylester
2.033361111,486,methylester
2.033361111,447,methylester
2.033361111,441,methylester
2.033361111,554,metronidazole_ester
2.033361111,513,metronidazole_ester
2.033361111,502,metronidazole_ester
2.033361111,508,sulfurylester
2.033361111,477,sulfurylester
2.033361111,467,sulfurylester
2.033361111,695,none
2.033361111,660,none
2.033361111,679,none
2.033361111,314,Media_control
2.033361111,309,Media_control
2.033361111,279,Media_control
2.050027778,824,carboxylate
2.050027778,709,carboxylate
2.050027778,687,carboxylate
2.050027778,886,phenylester
2.050027778,843,phenylester
2.050027778,809,phenylester
2.050027778,488,methylester
2.050027778,450,methylester
2.050027778,445,methylester
2.050027778,571,metronidazole_ester
2.050027778,503,metronidazole_ester
2.050027778,502,metronidazole_ester
2.050027778,494,sulfurylester
2.050027778,485,sulfurylester
2.050027778,457,sulfurylester
2.050027778,714,none
2.050027778,677,none
2.050027778,689,none
2.050027778,318,Media_control
2.050027778,299,Media_control
2.050027778,285,Media_control
2.066694444,849,carboxylate
2.066694444,727,carboxylate
2.066694444,702,carboxylate
2.066694444,891,phenylester
2.066694444,850,phenylester
2.066694444,813,phenylester
2.066694444,492,methylester
2.066694444,454,methylester
2.066694444,453,methylester
2.066694444,563,metronidazole_ester
2.066694444,511,metronidazole_ester
2.066694444,492,metronidazole_ester
2.066694444,496,sulfurylester
2.066694444,478,sulfurylester
2.066694444,476,sulfurylester
2.066694444,725,none
2.066694444,687,none
2.066694444,703,none
2.066694444,310,Media_control
2.066694444,297,Media_control
2.066694444,278,Media_control
2.083361111,844,carboxylate
2.083361111,737,carboxylate
2.083361111,703,carboxylate
2.083361111,903,phenylester
2.083361111,852,phenylester
2.083361111,808,phenylester
2.083361111,493,methylester
2.083361111,452,methylester
2.083361111,449,methylester
2.083361111,573,metronidazole_ester
2.083361111,516,metronidazole_ester
2.083361111,513,metronidazole_ester
2.083361111,517,sulfurylester
2.083361111,477,sulfurylester
2.083361111,469,sulfurylester
2.083361111,746,none
2.083361111,699,none
2.083361111,715,none
2.083361111,323,Media_control
2.083361111,305,Media_control
2.083361111,292,Media_control
2.100027778,873,carboxylate
2.100027778,747,carboxylate
2.100027778,722,carboxylate
2.100027778,921,phenylester
2.100027778,849,phenylester
2.100027778,843,phenylester
2.100027778,505,methylester
2.100027778,466,methylester
2.100027778,447,methylester
2.100027778,574,metronidazole_ester
2.100027778,511,metronidazole_ester
2.100027778,510,metronidazole_ester
2.100027778,502,sulfurylester
2.100027778,485,sulfurylester
2.100027778,487,sulfurylester
2.100027778,737,none
2.100027778,700,none
2.100027778,720,none
2.100027778,313,Media_control
2.100027778,303,Media_control
2.100027778,277,Media_control
2.116694444,881,carboxylate
2.116694444,755,carboxylate
2.116694444,725,carboxylate
2.116694444,936,phenylester
2.116694444,868,phenylester
2.116694444,835,phenylester
2.116694444,498,methylester
2.116694444,462,methylester
2.116694444,452,methylester
2.116694444,580,metronidazole_ester
2.116694444,530,metronidazole_ester
2.116694444,518,metronidazole_ester
2.116694444,523,sulfurylester
2.116694444,486,sulfurylester
2.116694444,476,sulfurylester
2.116694444,761,none
2.116694444,714,none
2.116694444,740,none
2.116694444,320,Media_control
2.116694444,293,Media_control
2.116694444,292,Media_control
2.133361111,892,carboxylate
2.133361111,780,carboxylate
2.133361111,747,carboxylate
2.133361111,937,phenylester
2.133361111,886,phenylester
2.133361111,852,phenylester
2.133361111,498,methylester
2.133361111,465,methylester
2.133361111,448,methylester
2.133361111,594,metronidazole_ester
2.133361111,528,metronidazole_ester
2.133361111,534,metronidazole_ester
2.133361111,519,sulfurylester
2.133361111,488,sulfurylester
2.133361111,469,sulfurylester
2.133361111,775,none
2.133361111,739,none
2.133361111,743,none
2.133361111,311,Media_control
2.133361111,307,Media_control
2.133361111,285,Media_control
2.150027778,920,carboxylate
2.150027778,772,carboxylate
2.150027778,739,carboxylate
2.150027778,966,phenylester
2.150027778,887,phenylester
2.150027778,854,phenylester
2.150027778,517,methylester
2.150027778,468,methylester
2.150027778,459,methylester
2.150027778,591,metronidazole_ester
2.150027778,530,metronidazole_ester
2.150027778,537,metronidazole_ester
2.150027778,513,sulfurylester
2.150027778,500,sulfurylester
2.150027778,483,sulfurylester
2.150027778,777,none
2.150027778,739,none
2.150027778,767,none
2.150027778,310,Media_control
2.150027778,298,Media_control
2.150027778,283,Media_control
2.166694444,919,carboxylate
2.166694444,790,carboxylate
2.166694444,765,carboxylate
2.166694444,964,phenylester
2.166694444,894,phenylester
2.166694444,859,phenylester
2.166694444,509,methylester
2.166694444,469,methylester
2.166694444,457,methylester
2.166694444,605,metronidazole_ester
2.166694444,538,metronidazole_ester
2.166694444,543,metronidazole_ester
2.166694444,526,sulfurylester
2.166694444,498,sulfurylester
2.166694444,481,sulfurylester
2.166694444,774,none
2.166694444,760,none
2.166694444,761,none
2.166694444,312,Media_control
2.166694444,299,Media_control
2.166694444,281,Media_control
2.183361111,931,carboxylate
2.183361111,817,carboxylate
2.183361111,775,carboxylate
2.183361111,970,phenylester
2.183361111,922,phenylester
2.183361111,870,phenylester
2.183361111,508,methylester
2.183361111,471,methylester
2.183361111,460,methylester
2.183361111,606,metronidazole_ester
2.183361111,550,metronidazole_ester
2.183361111,540,metronidazole_ester
2.183361111,537,sulfurylester
2.183361111,497,sulfurylester
2.183361111,482,sulfurylester
2.183361111,802,none
2.183361111,764,none
2.183361111,795,none
2.183361111,312,Media_control
2.183361111,294,Media_control
2.183361111,278,Media_control
2.200027778,963,carboxylate
2.200027778,817,carboxylate
2.200027778,789,carboxylate
2.200027778,988,phenylester
2.200027778,912,phenylester
2.200027778,884,phenylester
2.200027778,515,methylester
2.200027778,471,methylester
2.200027778,464,methylester
2.200027778,610,metronidazole_ester
2.200027778,556,metronidazole_ester
2.200027778,532,metronidazole_ester
2.200027778,530,sulfurylester
2.200027778,499,sulfurylester
2.200027778,480,sulfurylester
2.200027778,819,none
2.200027778,775,none
2.200027778,798,none
2.200027778,311,Media_control
